url,status,response_time
http://localhost:3000/sncb/connections/static?departureTime=2018-09-12T10:31:00.000Z,200,23.603
http://localhost:3000/sncb/connections/static?departureTime=2018-09-12T10:31:00.000Z,200,26.28
http://localhost:3000/sncb/connections/static?departureTime=2018-09-12T10:31:00.000Z,200,18.9
http://localhost:3000/sncb/connections/static?departureTime=2018-09-12T10:31:00.000Z,200,21.23
http://localhost:3000/sncb/connections/static?departureTime=2018-09-12T10:31:00.000Z,200,19.59
http://localhost:3000/sncb/connections/static?departureTime=2018-09-12T10:31:00.000Z,200,22.864
http://localhost:3000/sncb/connections/static?departureTime=2018-09-12T10:31:00.000Z,200,21.304
http://localhost:3000/sncb/connections/static?departureTime=2018-09-12T10:31:00.000Z,200,20.968
http://localhost:3000/sncb/connections/static?departureTime=2018-09-12T10:31:00.000Z,200,22.019
http://localhost:3000/sncb/connections/static?departureTime=2018-09-12T10:31:00.000Z,200,22.976
http://localhost:3000/sncb/connections/static?departureTime=2018-09-12T10:31:00.000Z,200,25.057
http://localhost:3000/sncb/connections/static?departureTime=2018-09-12T10:31:00.000Z,200,24.743
http://localhost:3000/sncb/connections/static?departureTime=2018-09-12T10:31:00.000Z,200,24.077
http://localhost:3000/sncb/connections/static?departureTime=2018-09-12T10:31:00.000Z,200,24.48
http://localhost:3000/sncb/connections/static?departureTime=2018-09-12T10:31:00.000Z,200,16.262
http://localhost:3000/sncb/connections/static?departureTime=2018-09-12T10:31:00.000Z,200,19.949
http://localhost:3000/sncb/connections/static?departureTime=2018-09-12T10:31:00.000Z,200,19.874
http://localhost:3000/sncb/connections/static?departureTime=2018-09-12T10:31:00.000Z,200,23.147
http://localhost:3000/sncb/connections/static?departureTime=2018-09-12T10:31:00.000Z,200,22.412
http://localhost:3000/sncb/connections/static?departureTime=2018-09-12T10:31:00.000Z,200,20.411
http://localhost:3000/sncb/connections/static?departureTime=2018-09-12T10:31:00.000Z,200,22.741
http://localhost:3000/sncb/connections/static?departureTime=2018-09-12T10:31:00.000Z,200,22.159
http://localhost:3000/sncb/connections/static?departureTime=2018-09-12T10:31:00.000Z,200,18.059
http://localhost:3000/sncb/connections/static?departureTime=2018-09-12T10:31:00.000Z,200,24.266
http://localhost:3000/sncb/connections/static?departureTime=2018-09-12T10:31:00.000Z,200,25.523
http://localhost:3000/sncb/connections/static?departureTime=2018-09-12T10:31:00.000Z,200,18.894
http://localhost:3000/sncb/connections/static?departureTime=2018-09-12T10:31:00.000Z,200,19.337
http://localhost:3000/sncb/connections/static?departureTime=2018-09-12T10:31:00.000Z,200,23.112
http://localhost:3000/sncb/connections/static?departureTime=2018-09-12T10:31:00.000Z,200,23.549
http://localhost:3000/sncb/connections/static?departureTime=2018-09-12T10:31:00.000Z,200,25.076
http://localhost:3000/sncb/connections/static?departureTime=2018-09-12T10:31:00.000Z,200,21.137
