url,status,response_time
http://localhost:3000/sncb/connections/live?departureTime=2018-09-12T07:59:00.000Z,200,6.923
http://localhost:3000/sncb/connections/live?departureTime=2018-09-12T07:59:00.000Z,200,6.633
http://localhost:3000/sncb/connections/live?departureTime=2018-09-12T07:59:00.000Z,200,6.495
http://localhost:3000/sncb/connections/live?departureTime=2018-09-12T07:59:00.000Z,200,7.559
http://localhost:3000/sncb/connections/live?departureTime=2018-09-12T07:59:00.000Z,200,5.621
http://localhost:3000/sncb/connections/live?departureTime=2018-09-12T07:59:00.000Z,200,6.029
http://localhost:3000/sncb/connections/live?departureTime=2018-09-12T07:59:00.000Z,200,5.604
http://localhost:3000/sncb/connections/live?departureTime=2018-09-12T07:59:00.000Z,200,6.186
http://localhost:3000/sncb/connections/live?departureTime=2018-09-12T07:59:00.000Z,200,8.079
http://localhost:3000/sncb/connections/live?departureTime=2018-09-12T07:59:00.000Z,200,4.867
http://localhost:3000/sncb/connections/live?departureTime=2018-09-12T07:59:00.000Z,200,5.88
http://localhost:3000/sncb/connections/live?departureTime=2018-09-12T07:59:00.000Z,200,7.99
http://localhost:3000/sncb/connections/live?departureTime=2018-09-12T07:59:00.000Z,200,6.237
http://localhost:3000/sncb/connections/live?departureTime=2018-09-12T07:59:00.000Z,200,5.24
http://localhost:3000/sncb/connections/live?departureTime=2018-09-12T07:59:00.000Z,200,5.211
http://localhost:3000/sncb/connections/live?departureTime=2018-09-12T07:59:00.000Z,200,5.786
http://localhost:3000/sncb/connections/live?departureTime=2018-09-12T07:59:00.000Z,200,5.23
http://localhost:3000/sncb/connections/live?departureTime=2018-09-12T07:59:00.000Z,200,6.698
http://localhost:3000/sncb/connections/live?departureTime=2018-09-12T07:59:00.000Z,200,5.314
http://localhost:3000/sncb/connections/live?departureTime=2018-09-12T07:59:00.000Z,200,7.095
http://localhost:3000/sncb/connections/live?departureTime=2018-09-12T07:59:00.000Z,200,6.1
http://localhost:3000/sncb/connections/live?departureTime=2018-09-12T07:59:00.000Z,200,5.793
http://localhost:3000/sncb/connections/live?departureTime=2018-09-12T07:59:00.000Z,200,5.598
http://localhost:3000/sncb/connections/live?departureTime=2018-09-12T07:59:00.000Z,200,5.129
http://localhost:3000/sncb/connections/live?departureTime=2018-09-12T07:59:00.000Z,200,5.614
http://localhost:3000/sncb/connections/live?departureTime=2018-09-12T07:59:00.000Z,200,5.463
http://localhost:3000/sncb/connections/live?departureTime=2018-09-12T07:59:00.000Z,200,8.977
http://localhost:3000/sncb/connections/live?departureTime=2018-09-12T07:59:00.000Z,200,5.254
http://localhost:3000/sncb/connections/live?departureTime=2018-09-12T07:59:00.000Z,200,7.366
http://localhost:3000/sncb/connections/live?departureTime=2018-09-12T07:59:00.000Z,200,5.555
http://localhost:3000/sncb/connections/live?departureTime=2018-09-12T07:59:00.000Z,200,6.225
