url,status,response_time
http://localhost:3000/sncb/connections?departureTime=2018-09-12T07:59:00.000Z,200,22.479
http://localhost:3000/sncb/connections?departureTime=2018-09-12T07:59:00.000Z,200,24.61
http://localhost:3000/sncb/connections?departureTime=2018-09-12T07:59:00.000Z,200,24.033
http://localhost:3000/sncb/connections?departureTime=2018-09-12T07:59:00.000Z,200,44.615
http://localhost:3000/sncb/connections?departureTime=2018-09-12T07:59:00.000Z,200,27.03
http://localhost:3000/sncb/connections?departureTime=2018-09-12T07:59:00.000Z,200,26.981
http://localhost:3000/sncb/connections?departureTime=2018-09-12T07:59:00.000Z,200,27.467
http://localhost:3000/sncb/connections?departureTime=2018-09-12T07:59:00.000Z,200,26.189
http://localhost:3000/sncb/connections?departureTime=2018-09-12T07:59:00.000Z,200,31.498
http://localhost:3000/sncb/connections?departureTime=2018-09-12T07:59:00.000Z,200,27.58
http://localhost:3000/sncb/connections?departureTime=2018-09-12T07:59:00.000Z,200,27.172
http://localhost:3000/sncb/connections?departureTime=2018-09-12T07:59:00.000Z,200,22.739
http://localhost:3000/sncb/connections?departureTime=2018-09-12T07:59:00.000Z,200,25.306
http://localhost:3000/sncb/connections?departureTime=2018-09-12T07:59:00.000Z,200,23.823
http://localhost:3000/sncb/connections?departureTime=2018-09-12T07:59:00.000Z,200,27.379
http://localhost:3000/sncb/connections?departureTime=2018-09-12T07:59:00.000Z,200,25.538
http://localhost:3000/sncb/connections?departureTime=2018-09-12T07:59:00.000Z,200,26.765
http://localhost:3000/sncb/connections?departureTime=2018-09-12T07:59:00.000Z,200,28.074
http://localhost:3000/sncb/connections?departureTime=2018-09-12T07:59:00.000Z,200,31.834
http://localhost:3000/sncb/connections?departureTime=2018-09-12T07:59:00.000Z,200,25.751
http://localhost:3000/sncb/connections?departureTime=2018-09-12T07:59:00.000Z,200,26.516
http://localhost:3000/sncb/connections?departureTime=2018-09-12T07:59:00.000Z,200,27.004
http://localhost:3000/sncb/connections?departureTime=2018-09-12T07:59:00.000Z,200,24.12
http://localhost:3000/sncb/connections?departureTime=2018-09-12T07:59:00.000Z,200,24.723
http://localhost:3000/sncb/connections?departureTime=2018-09-12T07:59:00.000Z,200,22.213
http://localhost:3000/sncb/connections?departureTime=2018-09-12T07:59:00.000Z,200,22.463
http://localhost:3000/sncb/connections?departureTime=2018-09-12T07:59:00.000Z,200,22.235
http://localhost:3000/sncb/connections?departureTime=2018-09-12T07:59:00.000Z,200,25.485
